trade_id,symbol,strategy_name,direction,signal_time,entry_time,entry_price,exit_time,exit_price,exit_reason,stop_loss,take_profit,holding_bars,risk_pips,pnl_gross_pips,spread_cost_pips,slippage_cost_pips,commission_pips,pnl_net_pips,pnl_r_multiple,regime,session,year,metadata,trend_transition
126,EURUSD,TF_PB,1,2023-10-06 10:15:00+00:00,2023-10-06 10:30:00+00:00,1.05439,2023-10-06 12:30:00+00:00,1.0555692857142858,TP,1.0536653571428571,1.0556292857142857,9,6.546428571428398,12.99285714285725,0.8,0.4,0.7,11.092857142858271,1.6944899069972401,WEAK_BULL__LOW_VOL,LONDON,2023,{'atr': 0.00043642857142855984},RANGE_TO_TREND
129,EURUSD,TF_PB,1,2023-10-11 11:30:00+00:00,2023-10-11 11:45:00+00:00,1.06122,2023-10-11 15:30:00+00:00,1.0595742857142858,SL,1.0596342857142858,1.0642114285714286,16,15.257142857142652,-15.257142857143524,0.8,0.4,0.7,-17.157142857142503,-1.124531835132279,STRONG_BULL__HIGH_VOL,LONDON,2023,{'atr': 0.0010171428571428434},RANGE_TO_TREND
164,EURUSD,TF_PB,-1,2023-12-08 08:30:00+00:00,2023-12-08 08:45:00+00:00,1.07829,2023-12-08 10:45:00+00:00,1.078957142857143,SL,1.078897142857143,1.0772257142857145,9,5.5714285714286715,-5.471428571430792,0.8,0.4,0.7,-7.371428571429772,-1.3230769228396393,WEAK_BEAR__LOW_VOL,LONDON,2023,{'atr': 0.0003714285714285781},RANGE_TO_TREND
194,EURUSD,TF_PB,1,2024-02-02 10:45:00+00:00,2024-02-02 11:00:00+00:00,1.08799,2024-02-02 15:30:00+00:00,1.086889642857143,SL,1.086949642857143,1.0898907142857144,19,9.80357142857118,-9.803571428570468,0.8,0.4,0.7,-11.703571428569447,-1.1938069215538296,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.0006535714285714121},RANGE_TO_TREND
201,EURUSD,TF_PB,-1,2024-02-14 09:45:00+00:00,2024-02-14 10:00:00+00:00,1.0707,2024-02-14 10:30:00+00:00,1.0695192857142857,TP,1.071410357142857,1.0694592857142857,3,6.503571428571211,13.007142857142107,0.8,0.4,0.7,11.107142857143128,1.7078528278539158,WEAK_BEAR__LOW_VOL,LONDON,2024,{'atr': 0.00043357142857141414},RANGE_TO_TREND
211,EURUSD,TF_PB,1,2024-03-04 09:30:00+00:00,2024-03-04 09:45:00+00:00,1.0849799999999998,2024-03-04 10:15:00+00:00,1.0844025,SL,1.0844624999999999,1.0858349999999999,3,4.575000000000472,-4.574999999999996,0.8,0.4,0.7,-6.474999999998976,-1.4153005461383623,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.00030500000000003143},RANGE_TO_TREND
229,EURUSD,TF_PB,1,2024-04-18 08:15:00+00:00,2024-04-18 08:30:00+00:00,1.06798,2024-04-18 09:15:00+00:00,1.0688864285714286,TP,1.0674067857142857,1.0689464285714285,4,5.132142857142457,10.264285714285393,0.8,0.4,0.7,8.364285714286414,1.629784272473235,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.00034214285714283054},RANGE_TO_TREND
246,EURUSD,TF_PB,1,2024-05-14 15:30:00+00:00,2024-05-14 15:45:00+00:00,1.08055,2024-05-14 17:45:00+00:00,1.0824164285714286,TP,1.0795417857142857,1.0824764285714286,9,9.782142857142944,19.864285714286112,0.8,0.4,0.7,17.964285714287133,1.8364366555261593,WEAK_BULL__HIGH_VOL,OVERLAP,2024,{'atr': 0.0006521428571428631},RANGE_TO_TREND
259,EURUSD,TF_PB,1,2024-06-07 07:00:00+00:00,2024-06-07 07:15:00+00:00,1.08954,2024-06-07 08:30:00+00:00,1.0890503571428571,SL,1.089110357142857,1.0902192857142858,6,3.6964285714292346,-3.6964285714291556,0.8,0.4,0.7,-5.596428571428135,-1.514009661425772,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.00024642857142861567},RANGE_TO_TREND
302,EURUSD,TF_PB,1,2024-09-05 10:00:00+00:00,2024-09-05 10:15:00+00:00,1.10863,2024-09-05 10:15:00+00:00,1.1080589285714286,SL,1.1081189285714286,1.109472142857143,1,4.510714285714573,-4.510714285714812,0.8,0.4,0.7,-6.410714285713792,-1.4212193187662754,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.0003007142857143049},RANGE_TO_TREND
303,EURUSD,TF_PB,1,2024-09-05 10:30:00+00:00,2024-09-05 10:45:00+00:00,1.10835,2024-09-05 11:00:00+00:00,1.1093585714285716,TP,1.1076957142857145,1.1094185714285716,2,5.742857142857177,11.285714285715898,0.8,0.4,0.7,9.385714285716919,1.6343283579248196,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.0003828571428571451},RANGE_TO_TREND
307,EURUSD,TF_PB,1,2024-09-06 15:30:00+00:00,2024-09-06 15:45:00+00:00,1.11347,2024-09-06 15:45:00+00:00,1.1118714285714286,SL,1.1119314285714286,1.116367142857143,1,14.78571428571432,-14.785714285714402,0.8,0.4,0.7,-16.68571428571338,-1.1285024153825496,STRONG_BULL__HIGH_VOL,OVERLAP,2024,{'atr': 0.0009857142857142881},RANGE_TO_TREND
323,EURUSD,TF_PB,-1,2024-10-09 14:00:00+00:00,2024-10-09 14:15:00+00:00,1.09633,2024-10-09 16:15:00+00:00,1.094992857142857,TP,1.0971185714285714,1.0949328571428572,9,7.285714285713959,14.571428571428235,0.8,0.4,0.7,12.671428571429256,1.739215686035966,WEAK_BEAR__NORMAL_VOL,OVERLAP,2024,{'atr': 0.0004857142857142639},RANGE_TO_TREND
329,EURUSD,TF_PB,1,2024-10-25 12:00:00+00:00,2024-10-25 12:15:00+00:00,1.08259,2024-10-25 18:30:00+00:00,1.0816864285714285,SL,1.0817464285714284,1.0841571428571428,26,8.035714285714112,-7.8357142857155,0.8,0.4,0.7,-9.73571428571448,-1.2115555554048345,STRONG_BULL__LOW_VOL,OVERLAP,2024,{'atr': 0.0005357142857142742},RANGE_TO_TREND
333,EURUSD,TF_PB,1,2024-10-31 13:30:00+00:00,2024-10-31 13:45:00+00:00,1.0865799999999999,2024-10-31 14:30:00+00:00,1.0882407142857142,TP,1.0856296428571428,1.0883007142857142,4,8.90357142857171,17.807142857142466,0.8,0.4,0.7,15.907142857143487,1.786602486762851,STRONG_BULL__NORMAL_VOL,OVERLAP,2024,{'atr': 0.0005935714285714473},RANGE_TO_TREND
344,EURUSD,TF_PB,1,2024-12-05 07:00:00+00:00,2024-12-05 07:15:00+00:00,1.05216,2024-12-05 09:00:00+00:00,1.0533042857142858,TP,1.0514678571428573,1.0533642857142858,8,6.321428571428589,12.642857142857178,0.8,0.4,0.7,10.742857142858199,1.6994350279799126,WEAK_BULL__CONTRACTION,LONDON,2024,{'atr': 0.0004214285714285726},RANGE_TO_TREND
345,EURUSD,TF_PB,1,2024-12-06 10:45:00+00:00,2024-12-06 11:00:00+00:00,1.0582399999999998,2024-12-06 11:30:00+00:00,1.0572514285714285,SL,1.0573114285714285,1.0599471428571428,3,8.78571428571427,-8.685714285714408,0.8,0.4,0.7,-10.585714285713387,-1.2048780486432469,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.0005857142857142847},RANGE_TO_TREND
357,EURUSD,TF_PB,-1,2025-01-09 09:15:00+00:00,2025-01-09 09:30:00+00:00,1.03028,2025-01-09 10:00:00+00:00,1.028772857142857,TP,1.0311235714285714,1.028712857142857,3,8.035714285714112,16.27142857143049,0.8,0.4,0.7,14.371428571431512,1.7884444442222869,STRONG_BEAR__LOW_VOL,LONDON,2025,{'atr': 0.0005357142857142742},RANGE_TO_TREND
359,EURUSD,TF_PB,1,2025-01-14 11:30:00+00:00,2025-01-14 11:45:00+00:00,1.02629,2025-01-14 14:00:00+00:00,1.024732142857143,SL,1.024792142857143,1.0290157142857144,10,14.078571428571351,-14.378571428570464,0.8,0.4,0.7,-16.278571428569443,-1.1562658548137277,STRONG_BULL__NORMAL_VOL,LONDON,2025,{'atr': 0.0009385714285714235},RANGE_TO_TREND
383,EURUSD,TF_PB,1,2025-03-04 08:45:00+00:00,2025-03-04 09:00:00+00:00,1.04874,2025-03-04 10:15:00+00:00,1.0504149999999999,TP,1.0477075,1.0504749999999998,6,9.22499999999953,17.94999999999769,0.8,0.4,0.7,16.04999999999871,1.7398373981853323,WEAK_BULL__LOW_VOL,LONDON,2025,{'atr': 0.0006149999999999688},RANGE_TO_TREND
389,EURUSD,TF_PB,-1,2025-03-13 09:15:00+00:00,2025-03-13 09:30:00+00:00,1.0875000000000001,2025-03-13 13:45:00+00:00,1.0855321428571427,TP,1.0885739285714287,1.0854721428571428,18,10.339285714286122,20.87857142857308,0.8,0.4,0.7,18.9785714285741,1.8355785835877638,STRONG_BEAR__NORMAL_VOL,LONDON,2025,{'atr': 0.0006892857142857414},RANGE_TO_TREND
408,EURUSD,TF_PB,1,2025-04-18 10:00:00+00:00,2025-04-18 10:15:00+00:00,1.13727,2025-04-18 17:45:00+00:00,1.1389578571428574,TP,1.1363210714285714,1.1390178571428573,31,8.98928571428608,18.0785714285725,0.8,0.4,0.7,16.17857142857352,1.7997616207773015,WEAK_BULL__LOW_VOL,LONDON,2025,{'atr': 0.0005992857142857387},RANGE_TO_TREND
421,EURUSD,TF_PB,-1,2025-05-12 09:30:00+00:00,2025-05-12 09:45:00+00:00,1.12167,2025-05-12 10:00:00+00:00,1.1194992857142856,TP,1.1228753571428571,1.1194392857142856,2,11.453571428571285,22.90714285714257,0.8,0.4,0.7,21.00714285714359,1.8341128779191542,STRONG_BEAR__LOW_VOL,LONDON,2025,{'atr': 0.000763571428571419},RANGE_TO_TREND
445,EURUSD,TF_PB,-1,2025-06-23 11:00:00+00:00,2025-06-23 11:15:00+00:00,1.14937,2025-06-23 12:00:00+00:00,1.1465742857142858,TP,1.150917857142857,1.1465142857142858,4,14.678571428571,29.157142857141327,0.8,0.4,0.7,27.257142857142348,1.856934306442856,WEAK_BEAR__NORMAL_VOL,LONDON,2025,{'atr': 0.0009785714285714},RANGE_TO_TREND
467,EURUSD,TF_PB,-1,2025-07-29 08:30:00+00:00,2025-07-29 08:45:00+00:00,1.1584,2025-07-29 09:30:00+00:00,1.1568292857142857,TP,1.1593053571428573,1.1567692857142857,4,8.453571428572092,16.90714285714323,0.8,0.4,0.7,15.007142857144252,1.7752429233219236,STRONG_BEAR__LOW_VOL,LONDON,2025,{'atr': 0.0005635714285714728},RANGE_TO_TREND
473,EURUSD,TF_PB,1,2025-08-06 08:45:00+00:00,2025-08-06 09:00:00+00:00,1.1578899999999999,2025-08-06 10:15:00+00:00,1.157105,SL,1.157165,1.1592799999999999,6,7.050000000000033,-6.649999999999157,0.8,0.4,0.7,-8.549999999998136,-1.2127659572745149,STRONG_BULL__LOW_VOL,LONDON,2025,{'atr': 0.00047000000000000215},RANGE_TO_TREND
496,EURUSD,TF_PB,-1,2025-09-19 10:30:00+00:00,2025-09-19 10:45:00+00:00,1.17687,2025-09-19 14:45:00+00:00,1.1744064285714284,TP,1.1782067857142857,1.1743464285714285,17,12.867857142857464,25.83571428571574,0.8,0.4,0.7,23.93571428571676,1.860116569380986,STRONG_BEAR__NORMAL_VOL,LONDON,2025,{'atr': 0.0008578571428571642},RANGE_TO_TREND
541,EURUSD,TF_PB,1,2025-12-12 07:45:00+00:00,2025-12-12 08:00:00+00:00,1.17394,2025-12-12 10:45:00+00:00,1.1733125,SL,1.1733725,1.1749250000000002,12,5.175000000000834,-5.075000000001051,0.8,0.4,0.7,-6.975000000000031,-1.347826086695861,WEAK_BULL__LOW_VOL,LONDON,2025,{'atr': 0.0003450000000000556},RANGE_TO_TREND
542,EURUSD,TF_PB,1,2025-12-16 09:30:00+00:00,2025-12-16 09:45:00+00:00,1.17523,2025-12-16 10:15:00+00:00,1.176267142857143,TP,1.1745914285714287,1.176327142857143,3,5.785714285714124,11.571428571428566,0.8,0.4,0.7,9.671428571429587,1.6716049379829079,WEAK_BULL__LOW_VOL,LONDON,2025,{'atr': 0.00038571428571427494},RANGE_TO_TREND
544,EURUSD,TF_PB,1,2025-12-16 15:45:00+00:00,2025-12-16 16:00:00+00:00,1.17762,2025-12-16 17:00:00+00:00,1.1801378571428571,TP,1.1762410714285714,1.180197857142857,5,13.189285714285283,26.378571428571362,0.8,0.4,0.7,24.478571428572383,1.8559436770866036,STRONG_BULL__HIGH_VOL,NY_LATE,2025,{'atr': 0.0008792857142856857},RANGE_TO_TREND
546,EURUSD,TF_PB,1,2025-12-18 08:30:00+00:00,2025-12-18 08:45:00+00:00,1.1744999999999999,2025-12-18 09:30:00+00:00,1.1739385714285715,SL,1.1739985714285714,1.1753228571428571,4,4.414285714285371,-4.414285714284816,0.8,0.4,0.7,-6.314285714283796,-1.4304207116497432,STRONG_BULL__LOW_VOL,LONDON,2025,{'atr': 0.0002942857142856914},RANGE_TO_TREND
547,EURUSD,TF_PB,-1,2025-12-19 10:15:00+00:00,2025-12-19 10:30:00+00:00,1.17111,2025-12-19 15:45:00+00:00,1.171992857142857,SL,1.171932857142857,1.1696442857142857,22,7.628571428571444,-7.628571428570652,0.8,0.4,0.7,-9.52857142856963,-1.2490636702480118,STRONG_BEAR__LOW_VOL,LONDON,2025,{'atr': 0.0005085714285714296},RANGE_TO_TREND
555,EURUSD,TF_PB,-1,2026-01-09 11:00:00+00:00,2026-01-09 11:15:00+00:00,1.16472,2026-01-09 15:30:00+00:00,1.1656142857142857,SL,1.1655542857142858,1.1632914285714286,18,7.542857142857311,-7.742857142858384,0.8,0.4,0.7,-9.642857142857363,-1.2784090907396055,STRONG_BEAR__NORMAL_VOL,LONDON,2026,{'atr': 0.0005028571428571541},RANGE_TO_TREND
558,EURUSD,TF_PB,1,2026-01-13 13:00:00+00:00,2026-01-13 13:15:00+00:00,1.16672,2026-01-13 14:45:00+00:00,1.1658585714285714,SL,1.1659185714285714,1.1681428571428571,7,7.414285714285754,-7.414285714286706,0.8,0.4,0.7,-9.314285714285685,-1.2562620422197612,STRONG_BULL__LOW_VOL,OVERLAP,2026,{'atr': 0.000494285714285717},RANGE_TO_TREND
564,EURUSD,TF_PB,-1,2026-01-22 07:30:00+00:00,2026-01-22 07:45:00+00:00,1.1686,2026-01-22 09:30:00+00:00,1.1692835714285714,SL,1.1692235714285715,1.1675328571428572,8,5.635714285714331,-5.6357142857144105,0.8,0.4,0.7,-7.53571428571339,-1.3371356144647237,STRONG_BEAR__CONTRACTION,LONDON,2026,{'atr': 0.00037571428571428874},RANGE_TO_TREND
599,EURUSD,TF_PB,-1,2026-03-26 09:15:00+00:00,2026-03-26 09:30:00+00:00,1.15577,2026-03-26 13:30:00+00:00,1.153965714285714,TP,1.1567921428571428,1.153905714285714,17,9.621428571428558,19.242857142858227,0.8,0.4,0.7,17.34285714285925,1.8025241275040422,STRONG_BEAR__NORMAL_VOL,LONDON,2026,{'atr': 0.0006414285714285706},RANGE_TO_TREND
628,EURUSD,TF_PB,-1,2026-05-12 14:45:00+00:00,2026-05-12 15:00:00+00:00,1.17431,2026-05-12 18:15:00+00:00,1.1725892857142857,TP,1.175290357142857,1.1725292857142857,14,9.203571428571296,18.407142857141956,0.8,0.4,0.7,16.507142857142977,1.7935584010469166,STRONG_BEAR__LOW_VOL,OVERLAP,2026,{'atr': 0.0006135714285714197},RANGE_TO_TREND
636,EURUSD,TF_PB,1,2026-05-25 15:00:00+00:00,2026-05-25 15:15:00+00:00,1.1646299999999998,2026-05-25 16:45:00+00:00,1.1639935714285714,SL,1.1640535714285714,1.165602857142857,7,5.164285714285764,-5.164285714285288,0.8,0.4,0.7,-7.064285714284268,-1.3679114796795024,WEAK_BULL__LOW_VOL,OVERLAP,2026,{'atr': 0.0003442857142857176},RANGE_TO_TREND
643,EURUSD,TF_PB,-1,2026-06-08 10:15:00+00:00,2026-06-08 10:30:00+00:00,1.1522700000000001,2026-06-08 12:15:00+00:00,1.1502514285714287,TP,1.1533992857142858,1.1501914285714288,8,10.692857142857012,21.38571428571323,0.8,0.4,0.7,19.485714285714252,1.822311289074753,STRONG_BEAR__NORMAL_VOL,LONDON,2026,{'atr': 0.0007128571428571341},RANGE_TO_TREND
651,EURUSD,TF_PB,-1,2026-06-23 09:30:00+00:00,2026-06-23 09:45:00+00:00,1.14214,2026-06-23 10:00:00+00:00,1.1429810714285713,SL,1.1429210714285714,1.140757857142857,2,7.2107142857141815,-7.210714285714737,0.8,0.4,0.7,-9.110714285713716,-1.263496780409162,STRONG_BEAR__LOW_VOL,LONDON,2026,{'atr': 0.00048071428571427877},RANGE_TO_TREND
674,EURUSD,TF_PB,1,2026-08-21 14:00:00+00:00,2026-08-21 14:15:00+00:00,1.17047,2026-08-21 15:15:00+00:00,1.1694282142857142,SL,1.1694882142857141,1.1722235714285714,5,9.117857142857636,-9.217857142858055,0.8,0.4,0.7,-11.117857142857034,-1.2193497844333658,STRONG_BULL__NORMAL_VOL,OVERLAP,2026,{'atr': 0.0006078571428571758},RANGE_TO_TREND
